Scheme name	Locus tag	Description
wgMLST	YER_AA0818AA_03306	predicted protein
wgMLST	YER_AA0818AA_03376	hypothetical protein
wgMLST	YER_AA0818AA_03377	hypothetical protein
wgMLST	YER_AA0818AA_03679	Acyltransferase family
wgMLST	YER_AA0818AA_03927	hypothetical protein
wgMLST	YER_AA0818AA_04079 (zntR)	MerR family transcriptional regulator
wgMLST	YER_AA0819AA_00088	hypothetical protein
wgMLST	YER_AA0819AA_00514	hypothetical protein
wgMLST	YER_AA0819AA_01949	hypothetical protein
wgMLST	YER_AA0819AA_01950	Uncharacterised protein
wgMLST	YER_AA0819AA_01951	hypothetical protein
wgMLST	YER_AA0819AA_02166	AraC family transcriptional regulator
wgMLST	YER_AA0819AA_02173	adhesin
wgMLST	YER_AA0819AA_02174	hypothetical protein
wgMLST	YER_AA0819AA_02179	acyltransferase
wgMLST	YER_AA0819AA_02210	hypothetical protein
wgMLST	YER_AA0819AA_02225	hypothetical protein
wgMLST	YER_AA0819AA_02226	hypothetical protein
wgMLST	YER_AA0819AA_02228	TPR repeat-containing protein
wgMLST	YER_AA0819AA_02238	hypothetical protein
wgMLST	YER_AA0819AA_02239	NACHT domain-containing protein
wgMLST	YER_AA0819AA_02695	hypothetical protein
wgMLST	YER_AA0819AA_02698	hypothetical protein
wgMLST	YER_AA0819AA_02704	hypothetical protein
wgMLST	YER_AA0819AA_02705	hypothetical protein
wgMLST	YER_AA0819AA_02731	hypothetical protein
wgMLST	YER_AA0819AA_03048	aldo/keto reductase
wgMLST	YER_AA0819AA_03051	Uncharacterised protein
wgMLST	YER_AA0819AA_03053	hypothetical protein
wgMLST	YER_AA0819AA_03074	membrane protein
wgMLST	YER_AA0819AA_03075	hypothetical protein
wgMLST	YER_AA0819AA_03076	fusaric acid resistance protein
wgMLST	YER_AA0819AA_03077	AraC family transcriptional regulator
wgMLST	YER_AA0819AA_03087	lipoprotein
wgMLST	YER_AA0819AA_03088 (virB6)	conjugal transfer protein TrbL
wgMLST	YER_AA0819AA_03094	conjugal transfer protein
wgMLST	YER_AA0819AA_03095	hypothetical protein
wgMLST	YER_AA0819AA_03452	Uncharacterised protein
wgMLST	YER_AA0819AA_03506	hypothetical protein
wgMLST	YER_AA0819AA_03514	Uncharacterised protein
wgMLST	YER_AA0819AA_03527 (cwlK)	L-alanyl-D-glutamate peptidase Lys
wgMLST	YER_AA0819AA_03537	hypothetical protein
wgMLST	YER_AA0819AA_03543	hypothetical protein
wgMLST	YER_AA0819AA_03549	hypothetical protein
wgMLST	YER_AA0819AA_03553	lipoprotein
wgMLST	YER_AA0819AA_03554	hypothetical protein
wgMLST	YER_AA0819AA_03558	hypothetical protein
wgMLST	YER_AA0819AA_03559	NlpC/P60 family
wgMLST	YER_AA0819AA_03562	hypothetical protein
wgMLST	YER_AA0819AA_03919	hypothetical protein
wgMLST	YER_AA0819AA_03920	hypothetical protein
wgMLST	YER_AA0819AA_04057	transposase
wgMLST	YER_AA0819AA_04149	transcriptional regulator
wgMLST	YER_AA0819AA_04150	hypothetical protein
wgMLST	YER_AA0819AA_04151	hypothetical protein
wgMLST	YER_AA0819AA_04152	hypothetical protein
wgMLST	YER_AA0819AA_04157	HNH endonuclease
wgMLST	YER_AA0819AA_04158	hypothetical protein
wgMLST	YER_AA0819AA_04164	hypothetical protein
wgMLST	YER_AA0819AA_04165	hypothetical protein
wgMLST	YER_AA0819AA_04533	Uncharacterised protein
wgMLST	YER_AA0819AA_04558	hypothetical protein
wgMLST	YER_AA0819AA_04563	hypothetical protein
wgMLST	YER_AA0820AA_00106	Uncharacterised protein
wgMLST	YER_AA0820AA_00134	hypothetical protein
wgMLST	YER_AA0820AA_00135	hypothetical protein
wgMLST	YER_AA0820AA_00139 (sacA)	glycosyl hydrolase family 32
wgMLST	YER_AA0820AA_00140 (scrR)	sucrose operon repressor
wgMLST	YER_AA0820AA_00142	"transposase, IS4 family"
wgMLST	YER_AA0820AA_00143	transposase
wgMLST	YER_AA0820AA_00184	hypothetical protein
wgMLST	YER_AA0820AA_00185	hypothetical protein
wgMLST	YER_AA0820AA_00186	hypothetical protein
wgMLST	YER_AA0820AA_00188	hypothetical protein
wgMLST	YER_AA0820AA_00192	hypothetical protein
wgMLST	YER_AA0820AA_00219	acyltransferase
wgMLST	YER_AA0820AA_01074	hypothetical protein
wgMLST	YER_AA0820AA_01211 (aidA)	hypothetical protein
wgMLST	YER_AA0820AA_01220	phosphoadenosine phosphosulfate reductase
wgMLST	YER_AA0820AA_01605	hypothetical protein
wgMLST	YER_AA0820AA_01854	hypothetical protein
wgMLST	YER_AA0820AA_02296	hypothetical protein
wgMLST	YER_AA0820AA_02326	hypothetical protein
wgMLST	YER_AA0820AA_02327	phage tail length tape measure protein
wgMLST	YER_AA0820AA_02328	Uncharacterised protein
wgMLST	YER_AA0820AA_02347	phage tail fibers
wgMLST	YER_AA0820AA_02351	Protein of uncharacterised function (DUF3644)
wgMLST	YER_AA0820AA_02364	hypothetical protein
wgMLST	YER_AA0820AA_02380	chromosome partitioning protein
wgMLST	YER_AA0820AA_02381	hypothetical protein
wgMLST	YER_AA0820AA_02591	hypothetical protein
wgMLST	YER_AA0820AA_02598	repressor
wgMLST	YER_AA0820AA_02604	Uncharacterised protein
wgMLST	YER_AA0820AA_02606	hypothetical protein
wgMLST	YER_AA0820AA_02616	hypothetical protein
wgMLST	YER_AA0820AA_02630	hypothetical protein
wgMLST	YER_AA0820AA_02634	hypothetical protein
wgMLST	YER_AA0820AA_02637	hypothetical protein
wgMLST	YER_AA0820AA_02723	hypothetical protein
wgMLST	YER_AA0820AA_02754	hypothetical protein
wgMLST	YER_AA0820AA_02759	ABC-2 family transporter protein
wgMLST	YER_AA0820AA_02762	TetR family transcriptional regulator
wgMLST	YER_AA0820AA_02776	Uncharacterised protein
wgMLST	YER_AA0820AA_02858	hypothetical protein
wgMLST	YER_AA0820AA_03303	resolvase
wgMLST	YER_AA0820AA_03645 (hipB)	transcriptional regulator
wgMLST	YER_AA0820AA_03657	acyltransferase
wgMLST	YER_AA0820AA_03673	deoxycytidylate deaminase
wgMLST	YER_AA0820AA_03691	RNA-directed DNA polymerase (Reverse transcriptase)
wgMLST	YER_AA0820AA_03693	hypothetical protein
wgMLST	YER_AA0820AA_03817	permease of the drug/metabolite transporter (DMT) superfamily
wgMLST	YER_AA0820AA_03818	GntR family transcriptional regulator
wgMLST	YER_AA0820AA_03904	hypothetical protein
wgMLST	YER_AA0820AA_03906	alpha-2-macroglobulin domain-containing protein
wgMLST	YER_AA0820AA_04382	hypothetical protein
wgMLST	YER_AA0820AA_04412	oxidoreductase
wgMLST	YER_AA0820AA_04417	hypothetical protein
wgMLST	YER_AA0820AA_04418	transcriptional regulator
wgMLST	YER_AA0820AA_04419	toxin HigB-2
wgMLST	YER_AA0820AA_04426	outer membrane autotransporter barrel domain-containing protein
wgMLST	YER_AA0820AA_04429	restriction endonuclease
wgMLST	YER_AA0820AA_04430	hypothetical protein
wgMLST	YER_AA0820AA_04431	hypothetical protein
wgMLST	YER_AA0820AA_04432	membrane protein
wgMLST	YER_AA0820AA_04433	hypothetical protein
wgMLST	YER_AA0820AA_04434	hypothetical protein
wgMLST	YER_AA0820AA_04435	hypothetical protein
wgMLST	YER_AA0820AA_04436	nuclease
wgMLST	YER_AA0820AA_04442	hypothetical protein
wgMLST	YER_AA0825AA_00163	hypothetical protein
wgMLST	YER_AA0825AA_00290	hypothetical protein
wgMLST	YER_AA0825AA_00291	hypothetical protein
wgMLST	YER_AA0825AA_00298	hypothetical protein
wgMLST	YER_AA0825AA_00299	hypothetical protein
wgMLST	YER_AA0825AA_00325	acyltransferase
wgMLST	YER_AA0825AA_00329	acyltransferase
wgMLST	YER_AA0825AA_00604	hypothetical protein
wgMLST	YER_AA0825AA_00605	hypothetical protein
wgMLST	YER_AA0825AA_00700 (cpo)	chloroperoxidase
wgMLST	YER_AA0825AA_00814	transposase
wgMLST	YER_AA0825AA_00826	ATPase
wgMLST	YER_AA0825AA_01067	hypothetical protein
wgMLST	YER_AA0825AA_01279	tetratricopeptide repeat (TPR)-containing protein
wgMLST	YER_AA0825AA_01982	hypothetical protein
wgMLST	YER_AA0825AA_01983	hypothetical protein
wgMLST	YER_AA0825AA_01988	hypothetical protein
wgMLST	YER_AA0825AA_01990	transcriptional regulator
wgMLST	YER_AA0825AA_01992	GNAT family acetyltransferase
wgMLST	YER_AA0825AA_01996 (insB)	transposase
wgMLST	YER_AA0825AA_01997	hypothetical protein
wgMLST	YER_AA0825AA_01998	fimbrial protein
wgMLST	YER_AA0825AA_01999	hypothetical protein
wgMLST	YER_AA0825AA_02000	hypothetical protein
wgMLST	YER_AA0825AA_02001	helix-turn-helix transcriptional regulator
wgMLST	YER_AA0825AA_02004	transposase
wgMLST	YER_AA0825AA_02005	ATPase AAA
wgMLST	YER_AA0825AA_02072	hypothetical protein
wgMLST	YER_AA0825AA_02073	acyl carrier protein
wgMLST	YER_AA0825AA_02074	Uncharacterised protein
wgMLST	YER_AA0825AA_02075 (lolD)	lipoprotein transporter ATP-binding subunit
wgMLST	YER_AA0825AA_02076	hypothetical protein
wgMLST	YER_AA0825AA_02077	lysophospholipase
wgMLST	YER_AA0825AA_02078	protein LolE
wgMLST	YER_AA0825AA_02079	hypothetical protein
wgMLST	YER_AA0825AA_02080	alpha/beta hydrolase
wgMLST	YER_AA0825AA_02081	asparagine synthase
wgMLST	YER_AA0825AA_02082 (fadK)	AMP-dependent synthetase and ligase
wgMLST	YER_AA0825AA_02083 (lysA)	Diaminopimelate decarboxylase
wgMLST	YER_AA0825AA_02084	hypothetical protein
wgMLST	YER_AA0825AA_02085	hypothetical protein
wgMLST	YER_AA0825AA_02086	hypothetical protein
wgMLST	YER_AA0825AA_02087	hypothetical protein
wgMLST	YER_AA0825AA_02088 (aidB)	acyl-CoA dehydrogenase domain-containing protein
wgMLST	YER_AA0825AA_02089	hypothetical protein
wgMLST	YER_AA0825AA_02361	hypothetical protein
wgMLST	YER_AA0825AA_02853	hypothetical protein
wgMLST	YER_AA0825AA_03227	Uncharacterised protein
wgMLST	YER_AA0825AA_03583	CopG family transcriptional regulator
wgMLST	YER_AA0825AA_03783	hypothetical protein
wgMLST	YER_AA0825AA_04080	Predicted O-linked N-acetylglucosamine transferase%2C SPINDLY family
wgMLST	YER_AA0825AA_04317	Uncharacterised protein
wgMLST	YER_AA0825AA_04358	hypothetical protein
wgMLST	YER_AA0825AA_04359	hypothetical protein
wgMLST	YER_AA0825AA_04375	hypothetical protein
wgMLST	YER_AA0825AA_04376	DNA-binding protein
wgMLST	YER_AA0825AA_04388	Uncharacterised protein
wgMLST	YER_AA0825AA_04405	ribonucleotide-diphosphate reductase subunit alpha
wgMLST	YER_AA0827AA_00220	hypothetical protein
wgMLST	YER_AA0827AA_00489	DNA methylase
wgMLST	YER_AA0827AA_00491	hypothetical protein
wgMLST	YER_AA0827AA_00492	Protein of uncharacterised function (DUF3296)
wgMLST	YER_AA0827AA_00493	Predicted transcriptional regulator
wgMLST	YER_AA0827AA_00494	hypothetical protein
wgMLST	YER_AA0827AA_00495	hypothetical protein
wgMLST	YER_AA0827AA_00496	oxidoreductase
wgMLST	YER_AA0827AA_00497	DeoR family transcriptional regulator
wgMLST	YER_AA0827AA_00498	hypothetical protein
wgMLST	YER_AA0827AA_00499	hypothetical protein
wgMLST	YER_AA0827AA_00500	hypothetical protein
wgMLST	YER_AA0827AA_00506	hypothetical protein
wgMLST	YER_AA0827AA_00507	RNase III inhibitor
wgMLST	YER_AA0827AA_00508	CopG family transcriptional regulator
wgMLST	YER_AA0827AA_00587	Ankyrin repeat
wgMLST	YER_AA0827AA_00591	hypothetical protein
wgMLST	YER_AA0827AA_00593	hypothetical protein
wgMLST	YER_AA0827AA_00770	hypothetical protein
wgMLST	YER_AA0827AA_00895	hypothetical protein
wgMLST	YER_AA0827AA_00965	Uncharacterised protein
wgMLST	YER_AA0827AA_01205	Uncharacterised protein
wgMLST	YER_AA0827AA_01269	hypothetical protein
wgMLST	YER_AA0827AA_01275	hypothetical protein
wgMLST	YER_AA0827AA_01276	hypothetical protein
wgMLST	YER_AA0827AA_01283	Uncharacterised protein
wgMLST	YER_AA0827AA_01311	hypothetical protein
wgMLST	YER_AA0827AA_01463	hypothetical protein
wgMLST	YER_AA0827AA_01841	Uncharacterised protein
wgMLST	YER_AA0827AA_02400	hypothetical protein
wgMLST	YER_AA0827AA_02539 (menE)	Amp-dependent synthetase and ligase
wgMLST	YER_AA0827AA_02551	hypothetical protein
wgMLST	YER_AA0827AA_02555	FAD-dependent thymidylate synthase ThyX
wgMLST	YER_AA0827AA_02556	Deoxycytidine triphosphate deaminase
wgMLST	YER_AA0827AA_02672	hypothetical protein
wgMLST	YER_AA0827AA_02917 (katE)	catalase
wgMLST	YER_AA0827AA_02918	ankyrin B
wgMLST	YER_AA0827AA_03094	hypothetical protein
wgMLST	YER_AA0827AA_03255 (fhaB)	hemolysin BL-binding protein
wgMLST	YER_AA0827AA_03256	hypothetical protein
wgMLST	YER_AA0827AA_03262	phage gp47-like protein
wgMLST	YER_AA0827AA_03265	hypothetical protein
wgMLST	YER_AA0827AA_03268	hypothetical protein
wgMLST	YER_AA0827AA_03271	hypothetical protein
wgMLST	YER_AA0827AA_03277	hypothetical protein
wgMLST	YER_AA0827AA_03278	hypothetical protein
wgMLST	YER_AA0827AA_03280	hypothetical protein
wgMLST	YER_AA0827AA_03281	phage protein
wgMLST	YER_AA0827AA_03282	Uncharacterised protein
wgMLST	YER_AA0827AA_03284	phage protein
wgMLST	YER_AA0827AA_03285	terminase
wgMLST	YER_AA0827AA_03286 (xtmA)	terminase
wgMLST	YER_AA0827AA_03302	hypothetical protein
wgMLST	YER_AA0827AA_03304	Uncharacterised protein
wgMLST	YER_AA0827AA_03319	hypothetical protein
wgMLST	YER_AA0827AA_03322	hypothetical protein
wgMLST	YER_AA0827AA_03324	hypothetical protein
wgMLST	YER_AA0827AA_03576	ATP-dependent OLD family endonuclease
wgMLST	YER_AA0827AA_03640	lysogenic protein
wgMLST	YER_AA0827AA_03800	phage-related membrane protein
wgMLST	YER_AA0827AA_03917	hypothetical protein
wgMLST	YER_AA0827AA_03918	hypothetical protein
wgMLST	YER_AA0827AA_03932	hypothetical protein
wgMLST	YER_AA0827AA_03942	hypothetical protein
wgMLST	YER_AA0827AA_03944	hypothetical protein
wgMLST	YER_AA0829AA_00176	NTPase
wgMLST	YER_AA0829AA_00211	hypothetical protein
wgMLST	YER_AA0829AA_00338	capsule biosynthesis protein CapC
wgMLST	YER_AA0829AA_00379	hypothetical protein
wgMLST	YER_AA0829AA_00397	Uncharacterised protein
wgMLST	YER_AA0829AA_00667	hypothetical protein
wgMLST	YER_AA0829AA_00668 (fhaB)	putative adhesin/hemolysin precursor
wgMLST	YER_AA0829AA_00669	adhesin
wgMLST	YER_AA0829AA_00728	hypothetical protein
wgMLST	YER_AA0829AA_00874	hypothetical protein
wgMLST	YER_AA0829AA_00897	hypothetical protein
wgMLST	YER_AA0829AA_00919	hypothetical protein
wgMLST	YER_AA0829AA_00920	hypothetical protein
wgMLST	YER_AA0829AA_00931	hypothetical protein
wgMLST	YER_AA0829AA_01158	putative secreted protein
wgMLST	YER_AA0829AA_01203	hypothetical protein
wgMLST	YER_AA0829AA_01204	Zn peptidase
wgMLST	YER_AA0829AA_01340	hypothetical protein
wgMLST	YER_AA0829AA_01342	methyltransferase 24
wgMLST	YER_AA0829AA_01356	Uncharacterised protein
wgMLST	YER_AA0829AA_01358 (waaV)	"Glycosyl transferase, family 2"
wgMLST	YER_AA0829AA_01359	hypothetical protein
wgMLST	YER_AA0829AA_01360	glycosyl transferase family 2
wgMLST	YER_AA0829AA_01598	hypothetical protein
wgMLST	YER_AA0829AA_01599	hypothetical protein
wgMLST	YER_AA0829AA_01600	hypothetical protein
wgMLST	YER_AA0829AA_01605	hypothetical protein
wgMLST	YER_AA0829AA_01615	Uncharacterised protein
wgMLST	YER_AA0829AA_01616	Uncharacterised protein
wgMLST	YER_AA0829AA_01620	hypothetical protein
wgMLST	YER_AA0829AA_01626	hypothetical protein
wgMLST	YER_AA0829AA_01627	hypothetical protein
wgMLST	YER_AA0829AA_02020	hypothetical protein
wgMLST	YER_AA0829AA_02736	transposase
wgMLST	YER_AA0829AA_03126	hypothetical protein
wgMLST	YER_AA0829AA_03310	hypothetical protein
wgMLST	YER_AA0829AA_03497	hypothetical protein
wgMLST	YER_AA0829AA_03502	Uncharacterised protein
wgMLST	YER_AA0829AA_03515	hypothetical protein
wgMLST	YER_AA0829AA_03533	hypothetical protein
wgMLST	YER_AA0829AA_03574	PUA domain (predicted RNA-binding domain)
wgMLST	YER_AA0829AA_03575	hypothetical protein
wgMLST	YER_AA0829AA_03626	hypothetical protein
wgMLST	YER_AA0829AA_03639	hypothetical protein
wgMLST	YER_AA0829AA_04035	Calcineurin-like phosphoesterase superfamily domain
wgMLST	YER_AA0829AA_04036	hypothetical protein
wgMLST	YER_AA0829AA_04037	Uncharacterised protein
wgMLST	YER_AA0829AA_04038	hypothetical protein
wgMLST	YER_AA0829AA_04039	hypothetical protein
wgMLST	YER_AA0829AA_04057	addiction module killer protein
wgMLST	YER_AA0829AA_04058	transcriptional regulator
wgMLST	YER_AA0829AA_04061 (uvrD)	hypothetical protein
wgMLST	YER_AA0830AA_00037	outer membrane autotransporter barrel domain-containing protein
wgMLST	YER_AA0830AA_00081	membrane protein
wgMLST	YER_AA0830AA_00147 (stbD)	antitoxin
wgMLST	YER_AA0830AA_00170	hypothetical protein
wgMLST	YER_AA0830AA_00171	transporter
wgMLST	YER_AA0830AA_00263	alpha-related fimbriae major subunit
wgMLST	YER_AA0830AA_00397	Uncharacterised protein
wgMLST	YER_AA0830AA_00398	outer membrane autotransporter
wgMLST	YER_AA0830AA_00406	helix-turn-helix transcriptional regulator
wgMLST	YER_AA0830AA_00591	Protein of uncharacterised function (DUF3111)
wgMLST	YER_AA0830AA_00592 (rpoE)	RNA polymerase sigma factor FecI
wgMLST	YER_AA0830AA_00593 (fecR)	membrane component of an Fe2+-dicitrate sensor
wgMLST	YER_AA0830AA_00594 (fecA)	transporter
wgMLST	YER_AA0830AA_00595	"ABC-type Fe3+-citrate transport system, periplasmic component"
wgMLST	YER_AA0830AA_00596	iron-dicitrate transporter subunit; membrane component of ABC superfamily; KpLE2 phage-like element
wgMLST	YER_AA0830AA_00597	iron-dicitrate transporter subunit; membrane component of ABC superfamily; KpLE2 phage-like element
wgMLST	YER_AA0830AA_00598	iron ABC transporter
wgMLST	YER_AA0830AA_00601	MerR family transcriptional regulator
wgMLST	YER_AA0830AA_00603	hypothetical protein
wgMLST	YER_AA0830AA_00604	endoribonuclease L-PSP
wgMLST	YER_AA0830AA_00605	hypothetical protein
wgMLST	YER_AA0830AA_00611	hypothetical protein
wgMLST	YER_AA0830AA_00614	Uncharacterized protein ALO75_02544
wgMLST	YER_AA0830AA_00615	hypothetical protein
wgMLST	YER_AA0830AA_00616	hypothetical protein
wgMLST	YER_AA0830AA_00617	hypothetical protein
wgMLST	YER_AA0830AA_00618	hypothetical protein
wgMLST	YER_AA0830AA_00619	damage-inducible protein J
wgMLST	YER_AA0830AA_00624	hypothetical protein
wgMLST	YER_AA0830AA_00625	DNA-binding protein
wgMLST	YER_AA0830AA_00626 (tatD)	TatD family hydrolase
wgMLST	YER_AA0830AA_00627	transposase
wgMLST	YER_AA0830AA_00630	hypothetical protein
wgMLST	YER_AA0830AA_00640	hypothetical protein
wgMLST	YER_AA0830AA_00646	Uncharacterised protein
wgMLST	YER_AA0830AA_00650	hypothetical protein
wgMLST	YER_AA0830AA_00652	transcriptional regulator
wgMLST	YER_AA0830AA_00684	hypothetical protein
wgMLST	YER_AA0830AA_00696	hypothetical protein
wgMLST	YER_AA0830AA_00698	putative GTP-binding protein; CP4-6 prophage
wgMLST	YER_AA0830AA_00699	hypothetical protein
wgMLST	YER_AA0830AA_00700	hypothetical protein
wgMLST	YER_AA0830AA_00701	hypothetical protein
wgMLST	YER_AA0830AA_00702	hypothetical protein
wgMLST	YER_AA0830AA_00703	hypothetical protein
wgMLST	YER_AA0830AA_00705	hypothetical protein
wgMLST	YER_AA0830AA_00706	glyoxalase
wgMLST	YER_AA0830AA_00707	GCN5 family acetyltransferase
wgMLST	YER_AA0830AA_00709	GNAT family acetyltransferase
wgMLST	YER_AA0830AA_00712	hypothetical protein
wgMLST	YER_AA0830AA_00713	metal-dependent hydrolase
wgMLST	YER_AA0830AA_00714 (hsdR)	deoxyribonuclease HsdR
wgMLST	YER_AA0830AA_00715 (hsdS)	hypothetical protein
wgMLST	YER_AA0830AA_00716 (hsdM)	type I restriction-modification protein subunit M
wgMLST	YER_AA0830AA_00934	hypothetical protein
wgMLST	YER_AA0830AA_00958	hypothetical protein
wgMLST	YER_AA0830AA_00959	Uncharacterised protein
wgMLST	YER_AA0830AA_00977	Uncharacterised protein
wgMLST	YER_AA0830AA_01053	group II intron reverse transcriptase/maturase
wgMLST	YER_AA0830AA_01054	hypothetical protein
wgMLST	YER_AA0830AA_01080	hypothetical protein
wgMLST	YER_AA0830AA_01082	transcriptional regulator
wgMLST	YER_AA0830AA_01085	hypothetical protein
wgMLST	YER_AA0830AA_01093	hypothetical protein
wgMLST	YER_AA0830AA_01119	unnamed protein product
wgMLST	YER_AA0830AA_01120	toxin YafO
wgMLST	YER_AA0830AA_01187	hypothetical protein
wgMLST	YER_AA0830AA_01219	exotoxin
wgMLST	YER_AA0830AA_01233	hypothetical protein
wgMLST	YER_AA0830AA_01235 (fimC)	putative pili assembly chaperone
wgMLST	YER_AA0830AA_01236	fimbrial chaperone
wgMLST	YER_AA0830AA_01237	P pilus assembly protein%2C pilin FimA
wgMLST	YER_AA0830AA_01238 (fimC)	fimbrial chaperone protein
wgMLST	YER_AA0830AA_01322 (hofB)	type II secretion system protein GspE
wgMLST	YER_AA0830AA_01379	Uncharacterised protein
wgMLST	YER_AA0830AA_01439 (oppF)	Oligopeptide transporter ATPase
wgMLST	YER_AA0830AA_01440 (dppD)	peptide ABC transporter ATPase
wgMLST	YER_AA0830AA_01441 (gsiD)	peptide ABC transporter permease
wgMLST	YER_AA0830AA_01442 (nikB)	nickel transporter permease NikB
wgMLST	YER_AA0830AA_01443 (nikA)	"nickel ABC transporter, nickel/metallophore periplasmic binding protein"
wgMLST	YER_AA0830AA_01444	ubiquinone biosynthesis methyltransferase UbiE
wgMLST	YER_AA0830AA_01501	Domain of uncharacterised function (DUF1883)
wgMLST	YER_AA0830AA_01504	hypothetical protein
wgMLST	YER_AA0830AA_01687	putative structural protein
wgMLST	YER_AA0830AA_01689	hypothetical protein
wgMLST	YER_AA0830AA_01707	"phage regulatory protein, Rha family"
wgMLST	YER_AA0830AA_01724	hypothetical protein
wgMLST	YER_AA0830AA_01730	Cro/Cl family transcriptional regulator
wgMLST	YER_AA0830AA_01732	hypothetical protein
wgMLST	YER_AA0830AA_01734	hypothetical protein
wgMLST	YER_AA0830AA_01749	hypothetical protein
wgMLST	YER_AA0830AA_01781	GntR family transcriptional regulator
wgMLST	YER_AA0830AA_01782 (pcaB)	"3-carboxy-cis,cis-muconate cycloisomerase"
wgMLST	YER_AA0830AA_01783	2-oxoglutarate translocator
wgMLST	YER_AA0830AA_01786 (penP)	class A beta-lactamase
wgMLST	YER_AA0830AA_01787 (lacY)	MFS transporter
wgMLST	YER_AA0830AA_01796	membrane protein
wgMLST	YER_AA0830AA_01809	exotoxin
wgMLST	YER_AA0830AA_01817	hypothetical protein
wgMLST	YER_AA0830AA_01956 (fimA)	type-1 fimbrial protein subunit A
wgMLST	YER_AA0830AA_01957 (fimC)	molecular chaperone FimC
wgMLST	YER_AA0830AA_01958 (fimD)	fimbrial protein
wgMLST	YER_AA0830AA_01959 (fimF)	fimbrial protein
wgMLST	YER_AA0830AA_01960 (fimG)	fimbrial protein FimG
wgMLST	YER_AA0830AA_01961 (fimH)	fimbrial protein
wgMLST	YER_AA0830AA_02122	hypothetical protein
wgMLST	YER_AA0830AA_02123	hypothetical protein
wgMLST	YER_AA0830AA_02124	hypothetical protein
wgMLST	YER_AA0830AA_02125	hypothetical protein
wgMLST	YER_AA0830AA_02126	hypothetical protein
wgMLST	YER_AA0830AA_02127 (dcm)	Cytosine-specific methyltransferase
wgMLST	YER_AA0830AA_02128	hypothetical protein
wgMLST	YER_AA0830AA_02129	hypothetical protein
wgMLST	YER_AA0830AA_02134 (deoC)	2-deoxyribose-5-phosphate aldolase
wgMLST	YER_AA0830AA_02135	pentose kinase
wgMLST	YER_AA0830AA_02136 (fucP)	L-fucose:H+ symporter permease
wgMLST	YER_AA0830AA_02137 (gloA)	glyoxalase
wgMLST	YER_AA0830AA_02138 (fruR2)	alkaline phosphatase
wgMLST	YER_AA0830AA_02148 (malX)	PTS trehalose transporter subunit IIC
wgMLST	YER_AA0830AA_02149 (purB)	adenylosuccinate lyase
wgMLST	YER_AA0830AA_02150 (nagA)	N-acetylglucosamine-6-phosphate deacetylase
wgMLST	YER_AA0830AA_02152 (lasI)	"N-acyl homoserine lactone synthase, SmaI"
wgMLST	YER_AA0830AA_02285 (pel)	hypothetical protein
wgMLST	YER_AA0830AA_02305 (sipD)	YspD
wgMLST	YER_AA0830AA_02307	Serine rich protein
wgMLST	YER_AA0830AA_02330	Uncharacterised protein
wgMLST	YER_AA0830AA_02412	Uncharacterised protein
wgMLST	YER_AA0830AA_02428	hypothetical protein
wgMLST	YER_AA0830AA_02442	glyoxalase
wgMLST	YER_AA0830AA_02449	AraC family transcriptional regulator
wgMLST	YER_AA0830AA_02450	Bcr/CflA family drug resistance efflux transporter
wgMLST	YER_AA0830AA_02455	XRE family transcriptional regulator
wgMLST	YER_AA0830AA_02456	HipA N-terminal domain-containing protein
wgMLST	YER_AA0830AA_02457	kinase
wgMLST	YER_AA0830AA_02741 (torY)	cytochrome c
wgMLST	YER_AA0830AA_02751	transporter
wgMLST	YER_AA0830AA_02753	hypothetical protein
wgMLST	YER_AA0830AA_02757	methyltransferase
wgMLST	YER_AA0830AA_02788 (gpmB)	Phosphoglycerate mutase family
wgMLST	YER_AA0830AA_02791 (bglF)	PTS beta-glucoside transporter subunit EIIBCA
wgMLST	YER_AA0830AA_02810	hypothetical protein
wgMLST	YER_AA0830AA_02817	nitrate reductase
wgMLST	YER_AA0830AA_02834	hypothetical protein
wgMLST	YER_AA0830AA_02835	glycosyl transferase family 2
wgMLST	YER_AA0830AA_02874	TIR domain-containing protein
wgMLST	YER_AA0830AA_02878	transposase
wgMLST	YER_AA0830AA_02899 (tdcA)	LysR family transcriptional regulator
wgMLST	YER_AA0830AA_02931	putative fimbrial-like protein YcbU
wgMLST	YER_AA0830AA_02956 (ppdB)	prepilin-type N-terminal cleavage/methylation domain-containing protein
wgMLST	YER_AA0830AA_02965 (higA)	XRE family transcriptional regulator
wgMLST	YER_AA0830AA_02991 (cpo)	hydrolase or acyltransferase of alpha/beta superfamily
wgMLST	YER_AA0830AA_03011	secretoglobin family protein
wgMLST	YER_AA0830AA_03019	ModE family transcriptional regulator
wgMLST	YER_AA0830AA_03020	permease
wgMLST	YER_AA0830AA_03021	phosphatase
wgMLST	YER_AA0830AA_03027 (ybjD)	ATP-dependent endonuclease
wgMLST	YER_AA0830AA_03102	hypothetical protein
wgMLST	YER_AA0830AA_03103	transcriptional regulator
wgMLST	YER_AA0830AA_03105	ketol-acid reductoisomerase
wgMLST	YER_AA0830AA_03106	LysR family transcriptional regulator
wgMLST	YER_AA0830AA_03109	hypothetical protein
wgMLST	YER_AA0830AA_03120	hypothetical protein
wgMLST	YER_AA0830AA_03122 (fliR)	flagellar biosynthetic protein FliR
