Scheme name	Locus tag	Description
wgMLST	NCTC10444_01860 (waaH)	heptose III glucuronosyltransferase
wgMLST	NCTC10444_01861 (lacA)	galactoside O-acetyltransferase
wgMLST	NCTC10444_01862 (-)	glycosyl hydrolase family 1
wgMLST	NCTC10444_01863 (wbpZ)	rhamnosyl/mannosyltransferase
wgMLST	NCTC10444_01864 (manC)	mannose-1-phosphate guanylyltransferase
wgMLST	NCTC10444_01865 (manB)	phosphomannomutase
wgMLST	NCTC10444_02787 (-)	hypothetical protein
wgMLST	NCTC10444_04434 (soxS)	"AraC family transcriptional regulator, mar-sox-rob regulon activator"
wgMLST	NCTC10487_00237 (mtlA)	"PTS system, mannitol-specific IIB component"
wgMLST	NCTC10487_00522 (-)	hypothetical protein
wgMLST	NCTC10487_00846 (-)	hypothetical protein
wgMLST	NCTC10487_02014 (-)	hypothetical protein
wgMLST	NCTC10487_02036 (-)	hypothetical protein
wgMLST	NCTC10487_02037 (-)	hypothetical protein
wgMLST	NCTC10487_02256 (-)	hypothetical protein
wgMLST	NCTC10487_02537 (-)	transcriptional regulator
wgMLST	NCTC10487_02541 (-)	tail E family protein
wgMLST	NCTC10487_02551 (-)	phage virion morphogenesis protein
wgMLST	NCTC10487_02552 (-)	tail protein
wgMLST	NCTC10487_02553 (-)	hypothetical protein
wgMLST	NCTC10487_02563 (-)	hypothetical protein
wgMLST	NCTC10487_02959 (-)	hypothetical protein
wgMLST	NCTC10487_03131 (-)	hypothetical protein
wgMLST	NCTC10487_03132 (-)	hypothetical protein
wgMLST	NCTC10487_03133 (-)	hypothetical protein
wgMLST	NCTC10487_03134 (-)	hypothetical protein
wgMLST	NCTC10487_03136 (-)	hypothetical protein
wgMLST	NCTC10487_03137 (-)	hypothetical protein
wgMLST	NCTC10487_03139 (-)	hypothetical protein
wgMLST	NCTC10487_03140 (-)	hypothetical protein
wgMLST	NCTC10487_03143 (-)	hypothetical protein
wgMLST	NCTC10487_03462 (-)	diguanylate phosphodiesterase
wgMLST	NCTC10487_03473 (-)	hypothetical protein
wgMLST	NCTC10487_03476 (-)	hypothetical protein
wgMLST	NCTC10487_03489 (-)	hypothetical protein
wgMLST	NCTC10487_03490 (-)	hypothetical protein
wgMLST	NCTC10487_03508 (-)	baseplate assembly protein
wgMLST	NCTC10487_03509 (-)	baseplate assembly protein
wgMLST	NCTC10487_03512 (-)	phage tail assembly protein
wgMLST	NCTC10487_03516 (-)	hypothetical protein
wgMLST	NCTC10487_03752 (-)	hypothetical protein
wgMLST	NCTC10487_05453 (-)	putative exported protein
wgMLST	NCTC10487_05466 (-)	putative membrane protein
wgMLST	NCTC10487_05479 (-)	hypothetical protein
wgMLST	NCTC10487_05486 (-)	hypothetical protein
wgMLST	NCTC10537_01628 (-)	hypothetical protein
wgMLST	NCTC10538_03008 (-)	hypothetical protein
wgMLST	NCTC10538_04634 (-)	hypothetical protein
wgMLST	NCTC10538_04655 (-)	hypothetical protein
wgMLST	NCTC10650_00865 (-)	hypothetical protein
wgMLST	NCTC10650_01918 (-)	helix-turn-helix domain protein
wgMLST	NCTC10650_01919 (-)	hypothetical protein
wgMLST	NCTC10650_02111 (-)	hypothetical protein
wgMLST	NCTC10650_02143 (-)	membrane protein
wgMLST	NCTC10650_02156 (-)	hypothetical protein
wgMLST	NCTC10650_04865 (-)	hypothetical protein
wgMLST	NCTC10650_05050 (-)	enterotoxin
wgMLST	NCTC10650_05070 (-)	hypothetical protein
wgMLST	NCTC10650_05180 (-)	hypothetical protein
wgMLST	NCTC10650_05220 (-)	Putative uncharacterized protein
wgMLST	NCTC10650_05226 (-)	hypothetical protein
wgMLST	NCTC10650_05227 (-)	hypothetical protein
wgMLST	NCTC10650_05228 (-)	hypothetical protein
wgMLST	NCTC10650_05229 (-)	Protein FasE
wgMLST	NCTC10650_05230 (-)	outer membrane usher protein fasD
wgMLST	NCTC10650_05231 (-)	Protein FasC
wgMLST	NCTC10650_05232 (-)	Cro/Cl family transcriptional regulator
wgMLST	NCTC10650_05233 (-)	fimbrial protein
wgMLST	NCTC10650_05234 (-)	hypothetical protein
wgMLST	NCTC10650_05238 (-)	hypothetical protein
wgMLST	NCTC10650_05239 (soxS)	"AraC family transcriptional regulator, mar-sox-rob regulon activator"
wgMLST	NCTC10650_05280 (-)	group II intron-encoded reverse transcriptase/maturase
wgMLST	NCTC10650_05443 (-)	hypothetical protein
wgMLST	NCTC10664_00002 (-)	hypothetical protein
wgMLST	NCTC10664_00018 (-)	Cro/Cl family transcriptional regulator
wgMLST	NCTC10664_00019 (-)	cS6 fimbrial subunit B
wgMLST	NCTC10664_00020 (-)	molecular chaperone CssC
wgMLST	NCTC10664_00021 (-)	"type VII secretion system (T7SS), usher family protein, partial"
wgMLST	NCTC10664_00034 (-)	Heat-stable enterotoxin A2
wgMLST	NCTC10664_00068 (-)	putative membrane protein
wgMLST	NCTC10664_00069 (-)	hypothetical protein
wgMLST	NCTC10664_00073 (-)	pili assembly chaperone
wgMLST	NCTC10664_00074 (fimD)	outer membrane usher protein
wgMLST	NCTC10664_00075 (-)	SEF14-like adhesin family protein
wgMLST	NCTC10664_00121 (-)	hypothetical protein
wgMLST	NCTC10664_00122 (pilD)	leader peptidase (prepilin peptidase) / N-methyltransferase
wgMLST	NCTC10664_00123 (-)	colonization factor CofJ
wgMLST	NCTC10664_00124 (tcpE)	toxin co-regulated pilus biosynthesis protein E
wgMLST	NCTC10664_00125 (tcpT)	toxin co-regulated pilus biosynthesis protein T
wgMLST	NCTC10664_00126 (-)	putative lngG
wgMLST	NCTC10664_00127 (-)	LngF
wgMLST	NCTC10664_00128 (-)	cofE
wgMLST	NCTC10664_00129 (tcpC)	toxin co-regulated pilus biosynthesis outer membrane protein C
wgMLST	NCTC10664_00130 (tcpQ)	toxin co-regulated pilus biosynthesis protein Q
wgMLST	NCTC10664_00131 (-)	putative lngB
wgMLST	NCTC10664_00133 (-)	LngX2
wgMLST	NCTC10664_00134 (-)	lytic transglycosylase
wgMLST	NCTC10664_00135 (-)	AraC family transcriptional regulator
wgMLST	NCTC10664_00152 (-)	hypothetical protein
wgMLST	NCTC10664_00227 (-)	hypothetical protein
wgMLST	NCTC10664_00246 (-)	hypothetical protein
wgMLST	NCTC10664_00376 (-)	hypothetical protein
wgMLST	NCTC10664_00442 (-)	hypothetical protein
wgMLST	NCTC10664_00482 (-)	Protein of uncharacterised function (DUF2971)
wgMLST	NCTC10664_01734 (-)	hypothetical protein
wgMLST	NCTC10664_02422 (-)	hypothetical protein
wgMLST	NCTC10664_02423 (-)	hypothetical protein
wgMLST	NCTC10664_02424 (-)	hypothetical protein
wgMLST	NCTC10664_03260 (-)	hypothetical protein
wgMLST	NCTC10664_03276 (-)	hypothetical protein
wgMLST	NCTC10664_03277 (-)	hypothetical protein
wgMLST	NCTC10664_03644 (-)	replication protein RepA
wgMLST	NCTC10664_03645 (-)	hypothetical protein
wgMLST	NCTC10664_03646 (-)	hypothetical protein
wgMLST	NCTC10664_03648 (-)	hypothetical protein
wgMLST	NCTC10664_03651 (-)	hypothetical protein
wgMLST	NCTC10664_03652 (-)	traC protein
wgMLST	NCTC10664_03654 (-)	SIR2-like domain protein
wgMLST	NCTC10664_03655 (-)	Sea9
wgMLST	NCTC10664_03656 (-)	addiction module antidote protein
wgMLST	NCTC10664_03806 (-)	hypothetical protein
wgMLST	NCTC10664_03813 (-)	hypothetical protein
wgMLST	NCTC10664_03824 (-)	hypothetical protein
wgMLST	NCTC10664_03849 (-)	putative oRF54
wgMLST	NCTC10664_03859 (-)	acyltransferase family protein
wgMLST	NCTC10664_04392 (-)	hypothetical protein
wgMLST	NCTC10664_04395 (-)	hypothetical protein
wgMLST	NCTC10664_05256 (-)	"major capsid protein E, partial"
wgMLST	NCTC10664_05257 (-)	minor capsid protein E
wgMLST	NCTC10664_05262 (-)	hypothetical protein
wgMLST	NCTC10664_05263 (-)	type II DNA restriction endonuclease R.EcoO34I
wgMLST	NCTC10664_05264 (dcm)	DNA (cytosine-5)-methyltransferase 1
wgMLST	NCTC10664_05272 (-)	hypothetical protein
wgMLST	NCTC10664_05294 (-)	transcriptional regulator
wgMLST	NCTC10664_05296 (-)	hypothetical protein
wgMLST	NCTC10664_05307 (-)	hypothetical protein
wgMLST	NCTC10664_05362 (-)	NYN domain protein
wgMLST	NCTC10674_00746 (-)	Uncharacterised protein
wgMLST	NCTC10674_01227 (-)	hypothetical protein
wgMLST	NCTC10674_01242 (-)	hypothetical protein
wgMLST	NCTC10674_01243 (-)	protein kinase
wgMLST	NCTC10674_01244 (-)	hypothetical protein
wgMLST	NCTC10674_01378 (-)	putative membrane protein
wgMLST	NCTC10674_01839 (-)	O-antigen transporter
wgMLST	NCTC10674_01840 (-)	glycosyl hydrolase family 1
wgMLST	NCTC10674_01841 (-)	hypothetical protein
wgMLST	NCTC10674_01842 (-)	membrane protein
wgMLST	NCTC10674_01843 (wbpY)	"alpha-1,3-rhamnosyl/mannosyltransferase"
wgMLST	NCTC10674_01844 (wbpZ)	rhamnosyl/mannosyltransferase
wgMLST	NCTC10674_01845 (manC)	mannose-1-phosphate guanylyltransferase
wgMLST	NCTC10674_03195 (-)	serine acetyltransferase
wgMLST	NCTC10674_03252 (-)	acyltransferase
wgMLST	NCTC10674_03253 (-)	hypothetical protein
wgMLST	NCTC10674_03266 (-)	hypothetical protein
wgMLST	NCTC10674_04116 (-)	hypothetical protein
wgMLST	NCTC10674_04776 (parM)	plasmid segregation protein ParM
wgMLST	NCTC10674_04794 (-)	conjugal transfer protein TrbA
wgMLST	NCTC10674_04819 (-)	hypothetical protein
wgMLST	NCTC10674_04840 (-)	hypothetical protein
wgMLST	NCTC10758_00695 (-)	hypothetical protein
wgMLST	NCTC10758_00697 (-)	anticodon nuclease
wgMLST	NCTC10758_00698 (hsdS)	"type I restriction enzyme, S subunit"
wgMLST	NCTC10758_00699 (-)	hypothetical protein
wgMLST	NCTC10758_01195 (-)	deoxycytidylate deaminase
wgMLST	NCTC10758_01208 (-)	hypothetical protein
wgMLST	NCTC10758_01209 (-)	Putative uncharacterized protein
wgMLST	NCTC10758_01210 (-)	hypothetical protein
wgMLST	NCTC10758_01237 (-)	hypothetical protein
wgMLST	NCTC10758_01238 (-)	reverse transcriptase
wgMLST	NCTC10758_01426 (-)	hypothetical protein
wgMLST	NCTC10758_01667 (-)	Icd-like protein
wgMLST	NCTC10758_01943 (-)	hypothetical protein
wgMLST	NCTC10758_01944 (-)	conserved hypothetical protein
wgMLST	NCTC10758_01957 (-)	hypothetical protein
wgMLST	NCTC10758_01958 (-)	hypothetical protein
wgMLST	NCTC10758_02042 (-)	hypothetical protein
wgMLST	NCTC10758_02061 (-)	hypothetical protein
wgMLST	NCTC10758_02832 (-)	acyltransferase
wgMLST	NCTC10758_02933 (-)	hypothetical protein
wgMLST	NCTC10758_04960 (-)	hypothetical protein
wgMLST	NCTC10758_05012 (-)	putative Lysis protein
wgMLST	NCTC10758_05090 (-)	hypothetical protein
wgMLST	NCTC10758_05095 (virB6)	type IV secretion system protein VirB6
wgMLST	NCTC10758_05097 (-)	hypothetical protein
wgMLST	NCTC10758_05098 (-)	"sigma-70, region 4"
wgMLST	NCTC10758_05116 (-)	hypothetical protein
wgMLST	NCTC10758_05314 (-)	hypothetical protein
wgMLST	NCTC10764_01367 (-)	hypothetical protein
wgMLST	NCTC10764_02609 (-)	glycosyl transferase
wgMLST	NCTC10764_02614 (-)	arylsulfatase
wgMLST	NCTC10764_03116 (-)	hypothetical protein
wgMLST	NCTC10764_03117 (-)	hypothetical protein
wgMLST	NCTC10764_04040 (-)	hypothetical protein
wgMLST	NCTC10764_04041 (-)	hypothetical protein
wgMLST	NCTC10764_04046 (-)	hypothetical protein
wgMLST	NCTC10764_04058 (-)	valyl-tRNA synthetase
wgMLST	NCTC10764_04059 (iscR)	"Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"
wgMLST	NCTC10764_04060 (-)	transcriptional regulator
wgMLST	NCTC10764_04061 (-)	phage portal protein
wgMLST	NCTC10764_04062 (-)	terminase ATPase subunit
wgMLST	NCTC10764_04063 (-)	phage capsid protein
wgMLST	NCTC10764_04064 (-)	major capsid protein
wgMLST	NCTC10764_04065 (-)	terminase
wgMLST	NCTC10764_04066 (-)	head protein
wgMLST	NCTC10764_04067 (-)	hypothetical protein
wgMLST	NCTC10764_04068 (-)	hypothetical protein
wgMLST	NCTC10764_04070 (-)	phage tail protein
wgMLST	NCTC10764_04071 (-)	holin
wgMLST	NCTC10764_04072 (-)	hypothetical protein
wgMLST	NCTC10764_04074 (-)	hypothetical protein
wgMLST	NCTC10764_04076 (-)	phage protein
wgMLST	NCTC10764_04078 (-)	hypothetical protein
wgMLST	NCTC10764_04081 (-)	hypothetical protein
wgMLST	NCTC10764_04083 (-)	hypothetical protein
wgMLST	NCTC10764_04084 (-)	Nucleoid DNA-binding protein
wgMLST	NCTC10764_04085 (-)	hypothetical protein
wgMLST	NCTC10764_04188 (-)	bacteriophage replication A family protein
wgMLST	NCTC10764_04189 (-)	hypothetical protein
wgMLST	NCTC10764_04190 (-)	Uncharacterised protein
wgMLST	NCTC10764_04191 (-)	putative membrane protein
wgMLST	NCTC10764_04192 (-)	hypothetical protein
wgMLST	NCTC10764_04193 (-)	hypothetical protein
wgMLST	NCTC10764_04194 (-)	membrane protein
wgMLST	NCTC10764_04196 (gspD)	general secretion pathway protein D
wgMLST	NCTC10764_04198 (-)	ATPase involved in DNA repair domain protein
wgMLST	NCTC10764_04838 (-)	shikimate transporter
wgMLST	NCTC10764_04841 (-)	hypothetical protein
wgMLST	NCTC10764_04846 (-)	phage tail protein
wgMLST	NCTC10764_04849 (-)	hypothetical protein
wgMLST	NCTC10764_04851 (-)	Mu phage tail tube protein GpM
wgMLST	NCTC10764_04853 (-)	hypothetical protein
wgMLST	NCTC10764_04854 (-)	hypothetical protein
wgMLST	NCTC10764_04855 (-)	phage morphogeneis protein
wgMLST	NCTC10764_04856 (-)	hypothetical protein
wgMLST	NCTC10764_04857 (-)	hypothetical protein
wgMLST	NCTC10764_04872 (-)	hypothetical protein
wgMLST	NCTC10764_04886 (-)	hypothetical protein
wgMLST	NCTC10764_05291 (-)	Tyrosine recombinase xerC
wgMLST	NCTC10764_05294 (-)	hypothetical protein
wgMLST	NCTC10764_05295 (-)	putative membrane protein
wgMLST	NCTC10764_05296 (pilL)	type IV pili sensor histidine kinase and response regulator
wgMLST	NCTC10764_05297 (-)	PilM protein
wgMLST	NCTC10764_05298 (-)	hypothetical protein
wgMLST	NCTC10764_05311 (-)	putative membrane protein
wgMLST	NCTC10764_05318 (-)	hypothetical protein
wgMLST	NCTC10764_05330 (-)	hypothetical protein
wgMLST	NCTC10764_05335 (-)	hypothetical protein
wgMLST	NCTC10764_05481 (-)	hypothetical protein
wgMLST	NCTC10764_05505 (-)	protein epg3
wgMLST	NCTC10764_05506 (-)	protein epg2
wgMLST	NCTC10764_05507 (-)	hypothetical protein
wgMLST	NCTC10766_00068 (-)	TRAP ABC transporter permease
wgMLST	NCTC10766_02586 (-)	hypothetical protein
wgMLST	NCTC10766_02886 (-)	hypothetical protein
wgMLST	NCTC10766_03582 (-)	hypothetical protein
wgMLST	NCTC10766_03870 (-)	hypothetical protein
wgMLST	NCTC10766_04068 (-)	hypothetical protein
wgMLST	NCTC10766_04258 (-)	hypothetical protein
wgMLST	NCTC10855_00340 (-)	hypothetical protein
wgMLST	NCTC10855_00370 (-)	phage major tail tube protein
wgMLST	NCTC10855_00371 (-)	hypothetical protein
wgMLST	NCTC10855_00372 (-)	phage tail tape measure protein
wgMLST	NCTC10855_00377 (-)	baseplate assembly protein J
wgMLST	NCTC10855_00378 (-)	phage baseplate assembly protein
wgMLST	NCTC10855_00379 (-)	phage baseplate assembly protein V
wgMLST	NCTC10855_00380 (-)	phage virion morphogenesis protein
wgMLST	NCTC10855_00381 (-)	tail protein
wgMLST	NCTC10855_00382 (-)	membrane protein
wgMLST	NCTC10855_00385 (-)	hypothetical protein
wgMLST	NCTC10855_00387 (-)	phage tail protein
wgMLST	NCTC10855_00388 (-)	phage tail protein
wgMLST	NCTC10855_00389 (-)	phage capsid completion protein
wgMLST	NCTC10855_00390 (-)	phage small terminase subunit
wgMLST	NCTC10855_00392 (-)	phage capsid scaffolding protein
wgMLST	NCTC10855_00395 (-)	ATPase AAA
wgMLST	NCTC10855_00396 (-)	N6 adenine-specific DNA methyltransferase
wgMLST	NCTC10855_00398 (-)	hypothetical protein
wgMLST	NCTC10855_00406 (-)	hypothetical protein
wgMLST	NCTC10855_00407 (-)	hypothetical protein
wgMLST	NCTC10855_00409 (-)	hypothetical protein
wgMLST	NCTC10855_00410 (recE)	exodeoxyribonuclease VIII
wgMLST	NCTC10855_00412 (-)	membrane protein
wgMLST	NCTC10855_00414 (-)	hypothetical protein
wgMLST	NCTC10855_00415 (-)	hypothetical protein
wgMLST	NCTC10855_00653 (-)	hypothetical protein
wgMLST	NCTC10855_01764 (-)	hypothetical protein
wgMLST	NCTC10855_02462 (-)	hypothetical protein
wgMLST	NCTC10855_02463 (-)	hypothetical protein
wgMLST	NCTC10855_02466 (-)	hypothetical protein
wgMLST	NCTC10855_02467 (icmO)	intracellular multiplication protein IcmO
wgMLST	NCTC10855_03313 (-)	anti-repressor protein
wgMLST	NCTC10855_03326 (-)	hypothetical protein
wgMLST	NCTC10855_03563 (-)	hypothetical protein
wgMLST	NCTC10855_03578 (-)	hypothetical protein
wgMLST	NCTC10855_03579 (-)	hypothetical protein
wgMLST	NCTC10855_03582 (-)	hypothetical protein
wgMLST	NCTC10855_03703 (-)	hypothetical protein
wgMLST	NCTC10855_03706 (-)	hypothetical protein
wgMLST	NCTC10855_03715 (dnaT)	DNA replication protein DnaT
wgMLST	NCTC10855_03717 (-)	crossover junction endodeoxyribonuclease
wgMLST	NCTC10855_03718 (-)	hypothetical protein
wgMLST	NCTC10855_03719 (-)	Protein of uncharacterised function (DUF551)
wgMLST	NCTC10855_03720 (-)	hypothetical protein
wgMLST	NCTC10855_03721 (-)	Orf-90
wgMLST	NCTC10855_03723 (-)	hypothetical protein
wgMLST	NCTC10855_03725 (-)	hypothetical protein
wgMLST	NCTC10855_03728 (-)	hypothetical protein
wgMLST	NCTC10855_03735 (-)	hypothetical protein
wgMLST	NCTC10855_03736 (-)	hypothetical protein
wgMLST	NCTC10855_03742 (-)	hypothetical protein
wgMLST	NCTC10855_03743 (-)	structural protein
wgMLST	NCTC10855_03744 (-)	hypothetical protein
wgMLST	NCTC10855_03747 (-)	O-antigen polymerase precursor
wgMLST	NCTC10855_03748 (-)	hypothetical protein
wgMLST	NCTC10855_04292 (-)	teichuronic acid biosynthesis glycosyl transferase
wgMLST	NCTC10855_04294 (-)	O-antigen flippase
wgMLST	NCTC10855_04295 (-)	glycosyl transferase group 1
wgMLST	NCTC10855_04296 (-)	glycosyl transferase family 2
wgMLST	NCTC10855_04602 (-)	putative oRF-60D
wgMLST	NCTC10855_04910 (-)	hypothetical protein
wgMLST	NCTC10855_04973 (-)	hypothetical protein
wgMLST	NCTC10855_05082 (-)	type II restriction endonuclease NgoMIV
wgMLST	NCTC10855_05262 (-)	methionyl-tRNA formyltransferase
wgMLST	NCTC10855_05263 (-)	oxidoreductase
wgMLST	NCTC10855_05264 (-)	Permease of the drug/metabolite transporter (DMT) superfamily
wgMLST	NCTC10855_05269 (-)	hypothetical protein
wgMLST	NCTC10855_05270 (ssuC)	sulfonate transport system permease protein
wgMLST	NCTC10855_05271 (cysA)	sulfate transport system ATP-binding protein
wgMLST	NCTC10855_05272 (tauA)	taurine transport system substrate-binding protein
wgMLST	NCTC10855_05273 (-)	hypothetical protein
wgMLST	NCTC10855_05283 (-)	colicin-Ib
wgMLST	NCTC10855_05299 (-)	hypothetical protein
wgMLST	NCTC10855_05300 (-)	hypothetical protein
wgMLST	NCTC10855_05324 (-)	transposase
wgMLST	NCTC10855_05342 (-)	GCN5 family acetyltransferase
wgMLST	NCTC10855_05343 (-)	hypothetical protein
wgMLST	NCTC10855_05357 (-)	transposase
wgMLST	NCTC10855_05358 (-)	hypothetical protein
wgMLST	NCTC10855_05359 (-)	SDR family oxidoreductase
wgMLST	NCTC10855_05360 (-)	acyl carrier protein
wgMLST	NCTC10855_05361 (-)	hypothetical protein
wgMLST	NCTC10855_05362 (fabF)	3-oxoacyl-[acyl-carrier-protein] synthase II
wgMLST	NCTC10855_05363 (-)	hypothetical protein
wgMLST	NCTC10855_05364 (-)	hypothetical protein
wgMLST	NCTC10855_05365 (-)	hypothetical protein
wgMLST	NCTC10855_05366 (-)	hypothetical protein
wgMLST	NCTC10855_05367 (lolD)	lipoprotein-releasing system ATP-binding protein
wgMLST	NCTC10855_05368 (-)	ftsX-like permease family protein
wgMLST	NCTC10855_05369 (-)	hypothetical protein
wgMLST	NCTC10855_05370 (-)	hypothetical protein
wgMLST	NCTC10855_05371 (caiD)	crotonobetainyl-CoA hydratase
wgMLST	NCTC10855_05373 (-)	GNAT family acetyltransferase
wgMLST	NCTC10855_05376 (-)	YafB
wgMLST	NCTC10863_00052 (-)	hypothetical protein
wgMLST	NCTC10863_01344 (alpA)	prophage regulatory protein
wgMLST	NCTC10863_01345 (-)	hypothetical protein
wgMLST	NCTC10863_01346 (-)	toprim domain protein
wgMLST	NCTC10863_01347 (-)	"phage transcriptional activator, Ogr/Delta, putative"
wgMLST	NCTC10863_01348 (-)	hypothetical protein
wgMLST	NCTC10863_01349 (-)	XRE family transcriptional regulator
wgMLST	NCTC10863_01352 (-)	rloe protein
wgMLST	NCTC10863_01353 (-)	hypothetical protein
wgMLST	NCTC10863_01354 (-)	hypothetical protein
wgMLST	NCTC10863_01355 (-)	Late control protein D protein
wgMLST	NCTC10863_01357 (-)	"phage tail tape measure protein, partial"
wgMLST	NCTC10863_01358 (-)	phage tail protein
wgMLST	NCTC10863_01359 (-)	major tail tube protein
wgMLST	NCTC10863_01362 (-)	enoyl-CoA hydratase
wgMLST	NCTC10863_01365 (-)	phage tail protein I
wgMLST	NCTC10863_01366 (-)	baseplate assembly protein
wgMLST	NCTC10863_01367 (-)	baseplate assembly protein
wgMLST	NCTC10863_01368 (-)	baseplate assembly protein
wgMLST	NCTC10863_01369 (-)	"abortive infection protein, partial"
wgMLST	NCTC10863_01370 (-)	phage tail protein
wgMLST	NCTC10863_01371 (-)	tail protein
wgMLST	NCTC10863_01372 (-)	holin
wgMLST	NCTC10863_01373 (-)	peptidoglycan-binding protein
wgMLST	NCTC10863_01374 (-)	hypothetical protein
wgMLST	NCTC10863_01375 (-)	membrane protein
wgMLST	NCTC10863_01376 (-)	tail protein X
wgMLST	NCTC10863_01377 (-)	hypothetical protein
wgMLST	NCTC10863_01378 (-)	hypothetical protein
wgMLST	NCTC10863_01379 (-)	phage protein
wgMLST	NCTC10863_01380 (-)	conserved hypothetical protein
wgMLST	NCTC10863_01381 (doc)	death on curing protein
wgMLST	NCTC10863_01382 (-)	hypothetical protein
wgMLST	NCTC10863_01383 (-)	head protein
wgMLST	NCTC10863_01384 (-)	terminase
wgMLST	NCTC10863_01385 (-)	phage capsid protein
wgMLST	NCTC10863_01387 (-)	phage large terminase subunit GpP
wgMLST	NCTC10863_01388 (-)	"Presumed portal vertex protein, partial"
wgMLST	NCTC10863_01795 (-)	transcriptional regulator
wgMLST	NCTC10863_02190 (-)	hypothetical protein
wgMLST	NCTC10863_02191 (-)	hypothetical protein
wgMLST	NCTC10863_02992 (-)	ATPase AAA
wgMLST	NCTC10863_03441 (-)	hypothetical protein
wgMLST	NCTC10863_03468 (-)	protein ninX
wgMLST	NCTC10863_05127 (-)	MFS transporter
wgMLST	NCTC10863_05128 (-)	gluconate 2-dehydrogenase
wgMLST	NCTC10863_05129 (-)	dimethylmenaquinone methyltransferase
wgMLST	NCTC10863_05130 (-)	2-dehydro-3-deoxygluconokinase
wgMLST	NCTC10863_05132 (-)	2-dehydro-3-deoxygluconokinase
wgMLST	NCTC10863_05133 (-)	GntR family transcriptional regulator
wgMLST	NCTC10864_00996 (-)	DNA-binding protein
wgMLST	NCTC10864_00997 (-)	hypothetical protein
wgMLST	NCTC10864_01030 (-)	hemin importer ATP-binding subunit
wgMLST	NCTC10864_01384 (-)	Type-1 restriction enzyme EcoDI specificity protein
wgMLST	NCTC10864_01436 (-)	transposase (fragment)
wgMLST	NCTC10864_02175 (-)	hypothetical protein
wgMLST	NCTC10864_02178 (-)	glycosyl transferase family 1
wgMLST	NCTC10864_02179 (-)	sugar ABC transporter permease
wgMLST	NCTC10864_02180 (-)	putative polysaccharide export transport system ATP-binding protein
wgMLST	NCTC10864_02181 (-)	hypothetical protein
wgMLST	NCTC10864_02182 (-)	glycosyl transferase family 1
wgMLST	NCTC10864_02183 (-)	hypothetical protein
wgMLST	NCTC10864_02973 (-)	MchS2 protein
wgMLST	NCTC10864_02997 (-)	hypothetical protein
wgMLST	NCTC10864_03115 (-)	blue light- and temperature-regulated antirepressor YcgF
wgMLST	NCTC10864_03350 (-)	hypothetical protein
wgMLST	NCTC10864_03373 (-)	serine protease
wgMLST	NCTC10864_03374 (-)	serine protease
wgMLST	NCTC10864_03378 (-)	hypothetical protein
wgMLST	NCTC10864_04010 (-)	O-antigen polymerase
wgMLST	NCTC10864_05152 (-)	"TIR-like PF08937 domain protein, partial"
wgMLST	NCTC10864_05153 (-)	resolvase/recombinase
wgMLST	NCTC10864_05179 (-)	dolichol monophosphate mannose synthase
wgMLST	NCTC10864_05199 (-)	putative CS3 fimbrial subunit A
wgMLST	NCTC10865_01578 (-)	hypothetical protein
wgMLST	NCTC10865_01581 (-)	phosphoserine phosphatase
wgMLST	NCTC10865_01582 (-)	hypothetical protein
wgMLST	NCTC10865_02654 (-)	RHS element protein
wgMLST	NCTC10865_04072 (-)	hypothetical protein
wgMLST	NCTC10865_04073 (-)	hypothetical protein
wgMLST	NCTC10865_05251 (-)	anticodon nuclease
wgMLST	NCTC10865_05346 (-)	putative periplasmic protein
wgMLST	NCTC10865_05396 (-)	membrane protein
wgMLST	NCTC10865_05410 (-)	hypothetical protein
wgMLST	NCTC10865_05456 (-)	protein TraD
wgMLST	NCTC10865_05457 (parA)	chromosome partitioning protein
wgMLST	NCTC10865_05458 (-)	hypothetical protein
wgMLST	NCTC10865_05459 (-)	partition protein
wgMLST	NCTC10865_05460 (-)	replication protein
wgMLST	NCTC10865_05461 (-)	hypothetical protein
wgMLST	NCTC10865_05462 (-)	hypothetical protein
wgMLST	NCTC10865_05463 (-)	KfrA protein
wgMLST	NCTC10865_05465 (-)	conjugal transfer relaxosome component TraJ
wgMLST	NCTC10865_05469 (-)	hypothetical protein
wgMLST	NCTC10957_00820 (-)	hypothetical protein
wgMLST	NCTC10957_00821 (-)	hypothetical protein
wgMLST	NCTC10957_00822 (waaH)	heptose III glucuronosyltransferase
wgMLST	NCTC10957_00823 (glf)	UDP-galactopyranose mutase
wgMLST	NCTC10957_00824 (-)	hypothetical protein
wgMLST	NCTC10957_01982 (-)	hypothetical protein
wgMLST	NCTC10957_01986 (-)	hypothetical protein
wgMLST	NCTC10957_01989 (-)	hypothetical protein
wgMLST	NCTC10957_01990 (-)	hypothetical protein
wgMLST	NCTC10957_01996 (-)	hypothetical protein
wgMLST	NCTC10957_01997 (-)	hypothetical protein
wgMLST	NCTC10957_01998 (-)	ABC transporter ATPase
wgMLST	NCTC10957_03005 (-)	Restriction endonuclease
wgMLST	NCTC10957_03006 (-)	hypothetical protein
wgMLST	NCTC10957_03007 (-)	hypothetical protein
wgMLST	NCTC10957_04902 (-)	hypothetical protein
wgMLST	NCTC10957_04906 (-)	Conjugal transfer protein
wgMLST	NCTC10957_04907 (-)	conjugal transfer protein TrbI
