Scheme name	Locus tag	Description
wgMLST	NCTC9606_04911	hypothetical protein
wgMLST	NCTC9606_04912 (fimB)	DNA recombinase
wgMLST	NCTC9606_04922	hypothetical protein
wgMLST	NCTC9606_04935 (gamP)	PTS glucose-like transporter subunit IIB
wgMLST	NCTC9606_04936 (malI)	LacI family transcriptional regulator
wgMLST	NCTC9606_04937	hypothetical protein
wgMLST	NCTC9606_04938	hypothetical protein
wgMLST	NCTC9606_04939	transcriptional regulator
wgMLST	NCTC9606_04940	hypothetical protein
wgMLST	NCTC9606_04941	hypothetical protein
wgMLST	NCTC9606_04942	DNA recombinase
wgMLST	NCTC9606_04943	hypothetical protein
wgMLST	NCTC9606_04944	hypothetical protein
wgMLST	NCTC9606_04945	periplasmic protein
wgMLST	NCTC9606_04948 (fimB)	DNA recombinase
wgMLST	NCTC9606_04949 (rob)	right origin-binding protein
wgMLST	NCTC9606_04950	hypothetical protein
wgMLST	NCTC9606_04954	hypothetical protein
wgMLST	NCTC9606_04971	DNA partition complex ParG
wgMLST	NCTC9606_04974	transcriptional regulator
wgMLST	NCTC9606_04986	hypothetical protein
wgMLST	NCTC9606_04987	IncI1 plasmid conjugative transfer integral membrane protein TraY
wgMLST	NCTC9606_04988	IncI1 plasmid conjugative transfer protein TraW
wgMLST	NCTC9606_04989 (icmB)	Type IV secretory pathway%2C VirB4 components
wgMLST	NCTC9606_04990	hypothetical protein
wgMLST	NCTC9606_04991	hypothetical protein
wgMLST	NCTC9606_04992	TraQ-like protein
wgMLST	NCTC9606_04993	hypothetical protein
wgMLST	NCTC9606_04994	IncI1 plasmid conjugative transfer protein TraO
wgMLST	NCTC9606_04995 (icmK)	IncI1 plasmid conjugative transfer protein TraN
wgMLST	NCTC9606_04996	type IV secretion system protein IcmL
wgMLST	NCTC9606_04998	hypothetical protein
wgMLST	NCTC9606_04999	hypothetical protein
wgMLST	NCTC9606_05000	hypothetical protein
wgMLST	NCTC9606_05001	major replication protein
wgMLST	NCTC9606_05002	hypothetical protein
wgMLST	NCTC9606_05003	hypothetical protein
wgMLST	NCTC9606_05004	transcriptional regulator
wgMLST	NCTC9606_05005	transcriptional regulator
wgMLST	NCTC9606_05006	toxin RelE
wgMLST	NCTC9606_05007	resolvase
wgMLST	NCTC9606_05008	hypothetical protein
wgMLST	NCTC9606_05009	hypothetical protein
wgMLST	NCTC9606_05010	hypothetical protein
wgMLST	NCTC9606_05011	hypothetical protein
wgMLST	NCTC9606_05012	DGQHR domain-containing protein
wgMLST	NCTC9606_05016	DGQHR domain-containing protein
wgMLST	NCTC9606_05017	phosphoadenosine phosphosulfate reductase
wgMLST	NCTC9606_05018	hypothetical protein
wgMLST	NCTC9606_05019	hypothetical protein
wgMLST	NCTC9606_05020	IncI1 plasmid conjugative transfer protein TraE
wgMLST	NCTC9606_05021	hypothetical protein
wgMLST	NCTC9606_05022	hypothetical protein
wgMLST	NCTC9606_05023	hypothetical protein
wgMLST	NCTC9606_05024	hypothetical protein
wgMLST	NCTC9606_05025	lytic transglycosylase
wgMLST	NCTC9606_05026	hypothetical protein
wgMLST	NCTC9606_05027	"transfer origin protein, TraL"
wgMLST	NCTC9606_05028	mobilization
wgMLST	NCTC9606_05029	relaxase
wgMLST	NCTC9606_05030 (pilL)	IncI1 plasmid conjugative transfer protein PilL
wgMLST	NCTC9606_05032	type IV secretion system protein PilO2
wgMLST	NCTC9606_05033	conjugal transfer protein
wgMLST	NCTC9606_05034	conjugal transfer protein
wgMLST	NCTC9606_05035	IncI1 plasmid conjugative transfer inner membrane protein PilR
wgMLST	NCTC9606_05036	conjugal transfer protein
wgMLST	NCTC9606_05038	IncI1 plasmid conjugative transfer pilus-tip adhesin protein PilV
wgMLST	NCTC9606_05039	type IV pilus biogenesis protein PilM
wgMLST	NCTC9606_05040	putative prepilin leader peptidase
wgMLST	NCTC9606_05043	hypothetical protein
wgMLST	NCTC9606_05044	hypothetical protein
wgMLST	NCTC9606_05045	helicase Snf2 family
wgMLST	NCTC9606_05046	hypothetical protein
wgMLST	NCTC9606_05047 (parB)	chromosome partitioning protein ParB
wgMLST	NCTC9606_05048 (parA)	soj-like protein
wgMLST	NCTC9606_05049	hypothetical protein
wgMLST	NCTC9606_05050	hypothetical protein
wgMLST	NCTC9606_05051 (topB)	DNA topoisomerase III
wgMLST	NCTC9606_05052 (icmP)	TrbA-like protein
wgMLST	NCTC9606_05053	hypothetical protein
wgMLST	NCTC9606_05054 (dnaG)	DNA primase
wgMLST	NCTC9606_05055 (icmO)	Type IV secretory pathway%2C VirD4 components
wgMLST	NCTC9606_05056	Type IV secretory pathway%2C VirB4 components
wgMLST	NCTC9606_05057	hypothetical protein
wgMLST	NCTC9606_05058	hypothetical protein
wgMLST	NCTC9606_05059	hypothetical protein
wgMLST	NCTC9606_05060	IncI1 plasmid conjugative transfer protein TraH
wgMLST	NCTC9606_05061	hypothetical protein
wgMLST	NCTC9606_05062	hypothetical protein
wgMLST	NCTC9606_05063	plasmid transfer ATPase TraJ
wgMLST	NCTC9606_05064 (dotB)	plasmid transfer ATPase TraJ
wgMLST	NCTC9606_05065	hypothetical protein
wgMLST	NCTC9606_05066	hypothetical protein
wgMLST	NCTC9606_05067 (parB)	hypothetical protein
wgMLST	NCTC9606_05068	hypothetical protein
wgMLST	NCTC9606_05069	hypothetical protein
wgMLST	NCTC9606_05070	hypothetical protein
wgMLST	NCTC9606_05073	hypothetical protein
wgMLST	NCTC9684_03852	hypothetical protein
wgMLST	NCTC9684_03854 (hepA)	helicase SNF2
wgMLST	NCTC9684_03855 (recQ)	DEAD/DEAH box helicase
wgMLST	NCTC9684_03856	hypothetical protein
wgMLST	NCTC9684_03857	hypothetical protein
wgMLST	NCTC9684_03858	hypothetical protein
wgMLST	NCTC9684_03859 (lhr)	helicase
wgMLST	NCTC9684_03860	PLD-like domain protein
wgMLST	NCTC9684_03861	hypothetical protein
wgMLST	NCTC9684_03865	hypothetical protein
wgMLST	NCTC9684_03866	hypothetical protein
wgMLST	NCTC9868_00090	Retron-type reverse transcriptase
wgMLST	NCTC9868_00091	hypothetical protein
wgMLST	NCTC9868_01089	hypothetical protein
wgMLST	NCTC9868_01803 (fimG)	adhesin
wgMLST	NCTC9868_01804	fimbrial protein
wgMLST	NCTC9868_02481	"phage-associated protein, BcepMu gp16 family"
wgMLST	NCTC9868_02482	transcriptional regulator
wgMLST	NCTC9868_02483	hypothetical protein
wgMLST	NCTC9868_02484	hypothetical protein
wgMLST	NCTC9868_02486	hypothetical protein
wgMLST	NCTC9868_02488	phage lipoprotein
wgMLST	NCTC9868_02517	hypothetical protein
wgMLST	NCTC9868_02518	phage antiterminator protein
wgMLST	NCTC9868_02887	hypothetical protein
wgMLST	NCTC9868_03565	fimbrial protein
wgMLST	NCTC9868_03567 (fimD)	outer membrane usher protein
wgMLST	NCTC9868_03569	fimbrial protein StaD
wgMLST	NCTC9868_03570	fimbrial protein
wgMLST	NCTC9868_03571	fimbrial protein StaF
wgMLST	NCTC9868_03572	fimbrial-like adhesin protein
wgMLST	NCTC9868_03851	derepression protein
wgMLST	NCTC9868_03855	oxidoreductase
wgMLST	NCTC9868_03856	hypothetical protein
wgMLST	NCTC9868_03858	hypothetical protein
wgMLST	NCTC9868_04294	hypothetical protein
wgMLST	NCTC9868_04299	hypothetical protein
wgMLST	NCTC9868_04507	Uncharacterised protein
wgMLST	NCTC9868_04508	Protein of uncharacterised function (DUF2913)
wgMLST	NCTC9868_04510	hypothetical protein
wgMLST	NCTC9868_04511	endonuclease
wgMLST	NCTC9868_04512 (icmO)	TrbC
wgMLST	NCTC9868_04514	DNA primase
wgMLST	NCTC9868_04515	post-segregation antitoxin CcdA
wgMLST	NCTC9868_04516	unnamed protein product
wgMLST	NCTC9868_04517	GNAT family N-acetyltransferase
wgMLST	NCTC9868_04518	hypothetical protein
wgMLST	NCTC9868_04519	type IV secretion protein DotA
wgMLST	NCTC9868_04520	traX protein
wgMLST	NCTC9868_04521	conjugal transfer protein
wgMLST	NCTC9868_04522 (icmB)	TraU
wgMLST	NCTC9868_04523	PilN
wgMLST	NCTC9868_04524	IncI1 plasmid conjugative transfer protein PilM
wgMLST	NCTC9868_04525 (pilL)	PilL
wgMLST	NCTC9868_04526	hypothetical protein
wgMLST	NCTC9868_04527	hypothetical protein
wgMLST	NCTC9868_04528	putative C4-type zinc finger protein
wgMLST	NCTC9868_04529	IncI1 plasmid conjugative transfer protein TraC
wgMLST	NCTC9868_04530	transcription termination factor NusG
wgMLST	NCTC9868_04533	MBL fold metallo-hydrolase
wgMLST	NCTC9868_04534	putative hydrolase
wgMLST	NCTC9868_04536	hypothetical protein
wgMLST	NCTC9868_04537	membrane protein
wgMLST	NCTC9868_04539	hypothetical protein
wgMLST	NCTC9868_04540	hypothetical protein
wgMLST	NCTC9868_04541	hypothetical protein
wgMLST	NCTC9868_04542	hypothetical protein
wgMLST	NCTC9868_04543 (fimD)	fimbrial usher protein
wgMLST	NCTC9868_04544	hypothetical protein
wgMLST	NCTC9868_04545	hypothetical protein
wgMLST	NCTC9868_04547	protein PsaE
wgMLST	NCTC9868_04548	"TioA protein, partial"
wgMLST	NCTC9868_04557	hypothetical protein
wgMLST	NCTC9868_04560	traX family protein
wgMLST	NCTC9868_04561	chromosome partitioning protein ParB
wgMLST	NCTC9868_04562	hypothetical protein
wgMLST	NCTC9868_04565	hypothetical protein
wgMLST	NCTC9868_04574	YccB
wgMLST	NCTC9868_04577	mobilization protein
wgMLST	NCTC9868_04578	relaxase/mobilization nuclease MobA
wgMLST	NCTC9868_04579	hypothetical protein
wgMLST	NCTC9868_04583	putative dienelactone hydrolase
wgMLST	NCTC9948_00056	hypothetical protein
wgMLST	NCTC9948_00061	LysR family transcriptional regulator
wgMLST	NCTC9948_00088	ATP binding protein
wgMLST	NCTC9948_00500	hypothetical protein
wgMLST	NCTC9948_00583	hypothetical protein
wgMLST	NCTC9948_00603	hypothetical protein
wgMLST	NCTC9948_00651	hypothetical protein
wgMLST	NCTC9948_00677	hypothetical protein
wgMLST	NCTC9948_00679	pilus assembly porin PapC
wgMLST	NCTC9948_00680	fimbrial protein
wgMLST	NCTC9948_00888	ankylin repeat-containing protein
wgMLST	NCTC9948_00890	"YD repeat-containing protein, partial"
wgMLST	NCTC9948_00894	type VI secretion system protein
wgMLST	NCTC9948_01242	transcriptional regulator
wgMLST	NCTC9948_01633	polysaccharide biosynthesis protein
wgMLST	NCTC9948_01634	polymerase
wgMLST	NCTC9948_01636	glycosyl transferase family 1
wgMLST	NCTC9948_01637	glycosyl transferase family 1
wgMLST	NCTC9948_01638 (galE)	UDP-glucose 4-epimerase GalE
wgMLST	NCTC9948_01715	DEAD/DEAH box helicase
wgMLST	NCTC9948_01717	hypothetical protein
wgMLST	NCTC9948_01736	ArsR family transcriptional regulator
wgMLST	NCTC9948_01743	hypothetical protein
wgMLST	NCTC9948_01758	putative integrase
wgMLST	NCTC9948_01828 (araF)	LacI family transcriptional regulator
wgMLST	NCTC9948_01892	hypothetical protein
wgMLST	NCTC9948_01964	AAA family ATPase
wgMLST	NCTC9948_01965	hypothetical protein
wgMLST	NCTC9948_01966	"RHS repeat-containing protein, partial"
wgMLST	NCTC9948_01967	hypothetical protein
wgMLST	NCTC9948_01968	hypothetical protein
wgMLST	NCTC9948_01969	hypothetical protein
wgMLST	NCTC9948_01970	hypothetical protein
wgMLST	NCTC9948_01971	hypothetical protein
wgMLST	NCTC9948_01972	GPW/gp25
wgMLST	NCTC9948_01973	type VI secretion protein
wgMLST	NCTC9948_01974	type VI secretion protein VgrG
wgMLST	NCTC9948_01975	peptidoglycan-binding protein
wgMLST	NCTC9948_01976	hypothetical protein
wgMLST	NCTC9948_01977	phage tail protein
wgMLST	NCTC9948_01978	phage tail protein
wgMLST	NCTC9948_01979	tail protein
wgMLST	NCTC9948_01980	hypothetical protein
wgMLST	NCTC9948_01981	hypothetical protein
wgMLST	NCTC9948_01982	hypothetical protein
wgMLST	NCTC9948_02496	hypothetical protein
wgMLST	NCTC9948_02638 (fimG)	adhesin
wgMLST	NCTC9948_02836	hypothetical protein
wgMLST	NCTC9948_02837	hypothetical protein
wgMLST	NCTC9948_02840	hypothetical protein
wgMLST	NCTC9948_02843 (ner)	transcriptional regulator
wgMLST	NCTC9948_02845	hypothetical protein
wgMLST	NCTC9948_02846	hypothetical protein
wgMLST	NCTC9948_02848	hypothetical protein
wgMLST	NCTC9948_02850	hypothetical protein
wgMLST	NCTC9948_02919	hypothetical protein
wgMLST	NCTC9948_02940	hypothetical protein
wgMLST	NCTC9948_02941	hypothetical protein
wgMLST	NCTC9948_02942	hypothetical protein
wgMLST	NCTC9948_03216 (cusF)	periplasmic copper-binding protein
wgMLST	NCTC9948_03223	O-antigen conversion: translocase
wgMLST	NCTC9948_03224	acyltransferase
wgMLST	NCTC9948_03227	acyltransferase
wgMLST	NCTC9948_03258	hypothetical protein
wgMLST	NCTC9948_03386	hypothetical protein
wgMLST	NCTC9948_03388 (fimC)	pilus assembly protein
wgMLST	NCTC9948_03390	hypothetical protein
wgMLST	NCTC9948_03504	membrane protein
wgMLST	NCTC9948_03506	hypothetical protein
wgMLST	NCTC9948_03507	ImpA domain-containing protein
wgMLST	NCTC9948_03800	hypothetical protein
wgMLST	NCTC9948_03801	membrane protein
wgMLST	NCTC9948_03804	outer membrane protein
wgMLST	NCTC9948_03878 (res)	restriction endonuclease EcoPI subunit R
wgMLST	NCTC9948_04260	hypothetical protein
wgMLST	NCTC9948_04304	hypothetical protein
wgMLST	NCTC9948_04307	hypothetical protein
wgMLST	NCTC9948_04308	pilin outer membrane usher protein SafC
wgMLST	NCTC9948_04309	molecular chaperone
wgMLST	NCTC9948_04310	hypothetical protein
wgMLST	PSLT005	RepA leader peptide Tap
wgMLST	PSLT025	putative cytoplasmic protein
wgMLST	PSLT027 (ccdA)	antitoxin CcdA
wgMLST	PSLT028 (ccdB)	Toxin addiction system: toxin
wgMLST	PSLT029	"putative cytoplasmic protein, partial"
wgMLST	PSLT060	putative cytoplasmic protein (plasmid)
wgMLST	QX44_RS00235	hypothetical protein
wgMLST	QX44_RS00280	hypothetical protein
wgMLST	QX44_RS04325	membrane protein
wgMLST	QX44_RS04330	hypothetical protein
wgMLST	QX44_RS04335	predicted protein
wgMLST	QX44_RS04355	"phage tail protein, partial"
wgMLST	QX44_RS04365 (mcrA)	5-methylcytosine-specific restriction enzyme A
wgMLST	QX44_RS05980	acyl carrier protein
wgMLST	QX44_RS05985	phage integrase
wgMLST	QX44_RS05990	integrase
wgMLST	QX44_RS05995	hypothetical protein
wgMLST	QX44_RS06000	hypothetical protein
wgMLST	QX44_RS06010	hypothetical protein
wgMLST	QX44_RS06020 (hsdR)	DEAD/DEAH box helicase
wgMLST	QX44_RS06025	yecA family protein
wgMLST	QX44_RS06040 (yiaY)	alcohol dehydrogenase
wgMLST	QX44_RS06045	type IV pilus assembly PilZ
wgMLST	QX44_RS06050	LuxR family transcriptional regulator
wgMLST	QX44_RS06055	cyclic diguanylate phosphodiesterase
wgMLST	QX44_RS06060	fimbrial protein
wgMLST	QX44_RS06065	fimbrial protein
wgMLST	QX44_RS06070 (fimD)	fimbriae usher protein StcC
wgMLST	QX44_RS06075	molecular chaperone
wgMLST	QX44_RS06080 (fimA)	ferrous iron transporter B
wgMLST	QX44_RS06095	DEAD/DEAH box helicase
wgMLST	QX44_RS06100	hypothetical protein
wgMLST	QX44_RS06105 (gph)	haloacid dehalogenase
wgMLST	QX44_RS06110	phosphoesterase
wgMLST	QX44_RS06115	hypothetical protein
wgMLST	QX44_RS06120	restriction endonuclease
wgMLST	QX44_RS06125	hypothetical protein
wgMLST	QX44_RS06130	hypothetical protein
wgMLST	QX44_RS06895	"site-specific recombinase, phage integrase family"
wgMLST	QX44_RS09190	hypothetical protein
wgMLST	QX44_RS09205	fimbrial protein
wgMLST	QX44_RS09210	membrane protein
wgMLST	QX44_RS10320	tyrosine recombinase XerD
wgMLST	QX44_RS10325	tail fiber
wgMLST	QX44_RS10340	lambda tail assembly I
wgMLST	QX44_RS10345	gp27
wgMLST	QX44_RS10350	phage tail protein
wgMLST	QX44_RS10355	hypothetical protein
wgMLST	QX44_RS10360	phage minor tail
wgMLST	QX44_RS10365	hypothetical protein
wgMLST	QX44_RS10375	hypothetical protein
wgMLST	QX44_RS10385	transcriptional regulator
wgMLST	QX44_RS10390	transcriptional regulator
wgMLST	QX44_RS10410	gp15
wgMLST	QX44_RS10415	hypothetical protein
wgMLST	QX44_RS10420	hypothetical protein
wgMLST	QX44_RS10425	gp12
wgMLST	QX44_RS10430	hypothetical protein
wgMLST	QX44_RS10455	gp6
wgMLST	QX44_RS10465	hypothetical protein
wgMLST	QX44_RS10500	hypothetical protein
wgMLST	QX44_RS10505	Fis family transcriptional regulator
wgMLST	QX44_RS10555	hypothetical protein
wgMLST	QX44_RS10580	transcriptional regulator
wgMLST	QX44_RS10600	hypothetical protein
wgMLST	QX44_RS10675	hypothetical protein
wgMLST	QX44_RS10695	hypothetical protein
wgMLST	QX44_RS10700	hypothetical protein
wgMLST	QX44_RS11280	mechanosensitive ion channel protein MscS
wgMLST	QX44_RS11285	hypothetical protein
wgMLST	QX44_RS11290	hypothetical protein
wgMLST	QX44_RS11295	"site-specific recombinase, phage integrase family"
wgMLST	QX44_RS11300	hypothetical protein
wgMLST	QX44_RS11995	"phage tail fiber protein H (GpH), partial"
wgMLST	QX44_RS12000	tail fiber assembly protein
wgMLST	QX44_RS12105	hypothetical protein
wgMLST	QX44_RS12185	integrase
wgMLST	QX44_RS12190	hypothetical protein
wgMLST	QX44_RS12195	hypothetical protein
wgMLST	QX44_RS12200	hypothetical protein
wgMLST	QX44_RS12205	hypothetical protein
wgMLST	QX44_RS12210	conjugal transfer TraD family protein
wgMLST	QX44_RS12215	hypothetical protein
wgMLST	QX44_RS12220	hypothetical protein
wgMLST	QX44_RS16305	copper-binding protein
wgMLST	QX44_RS16310 (cusS)	two-component sensor histidine kinase
wgMLST	QX44_RS16315 (cusR)	DNA-binding response regulator
wgMLST	QX44_RS16320 (pcoD)	copper resistance protein D
wgMLST	QX44_RS16325 (copC)	copper resistance protein C
wgMLST	QX44_RS16330 (pcoB)	copper resistance protein B
wgMLST	QX44_RS16335	copper oxidase
wgMLST	QX44_RS16340	copper resistance protein
wgMLST	QX44_RS16345 (mepM)	peptidase M23
wgMLST	QX44_RS16350	hypothetical protein
wgMLST	QX44_RS16360	"CopG protein, partial"
wgMLST	QX44_RS16365 (cusA)	cation transporter
wgMLST	QX44_RS16375 (cusF)	copper ABC transporter substrate-binding protein
wgMLST	QX44_RS16380 (cusC)	membrane protein
wgMLST	QX44_RS16385 (cusR)	DNA-binding response regulator
wgMLST	QX44_RS16390 (cusS)	two-component sensor histidine kinase
wgMLST	QX44_RS16395	silver-binding protein SilE
wgMLST	QX44_RS16405	ATPase AAA
wgMLST	QX44_RS16410 (hipB)	transcriptional regulator
wgMLST	QX44_RS16415	transposase
wgMLST	QX44_RS16420	transposase
wgMLST	QX44_RS16425	transposase
wgMLST	QX44_RS17665	integrase
wgMLST	QX44_RS19855	hypothetical protein
wgMLST	QX44_RS20575	hypothetical protein
wgMLST	QX44_RS20580	transposase
wgMLST	QX44_RS20780	tRNA-guanine transglycosylase
wgMLST	QX44_RS20785	DGQHR domain-containing protein
wgMLST	QX44_RS20790 (hepA)	"type III restriction enzyme, res subunit"
wgMLST	QX44_RS20795 (recQ)	DEAD/DEAH box helicase
wgMLST	QX44_RS20800	hypothetical protein
wgMLST	QX44_RS20805	hypothetical protein
wgMLST	QX44_RS20810	hypothetical protein
wgMLST	QX44_RS20815 (lhr)	DEAD/DEAH box helicase
wgMLST	QX44_RS20820	PLD-like domain protein
wgMLST	QX44_RS21485	membrane protein
wgMLST	QX44_RS22620	hypothetical protein
wgMLST	SAL_AA7887AA_01267	phage protein
wgMLST	SAL_AA7887AA_01269	head protein
wgMLST	SAL_AA7887AA_02293	ATP-dependent DNA helicase
wgMLST	SAL_AA7887AA_02294	NADH-ubiquinone oxidoreductase
wgMLST	SAL_AA7887AA_02931	transcriptional regulator
wgMLST	SAL_AA7887AA_02935	hypothetical protein
wgMLST	SAL_AA7887AA_02992	hypothetical protein
wgMLST	SAL_AA7887AA_03033	hypothetical protein
wgMLST	SAL_AA7887AA_03587	hypothetical protein
wgMLST	SAL_AA8711AA_01286	hypothetical protein
wgMLST	SAL_AA9084AA_01974	group II intron reverse transcriptase/maturase
wgMLST	SAL_AA9973AA_00809	transposase
wgMLST	SAL_AA9973AA_00811	hypothetical protein
wgMLST	SAL_AA9973AA_00812	hypothetical protein
wgMLST	SAL_AA9973AA_00813	"Tat pathway signal sequence domain protein, partial"
wgMLST	SAL_AA9973AA_00815	streptothricin N-acetyltransferase Sat1
wgMLST	SAL_AA9973AA_00817	class 2 integron integrase IntI2
wgMLST	SAL_AA9973AA_00818 (xerD)	integrase
wgMLST	SAL_AA9973AA_00819	Streptomycin adenyltransferase
wgMLST	SAL_AA9973AA_01302	hypothetical protein
wgMLST	SAL_AA9973AA_02674 (penP)	class A extended-spectrum beta-lactamase CTX-M-1
wgMLST	SAL_AA9973AA_02858	phage capsid completion protein
wgMLST	SAL_AA9973AA_02859	Small terminase subunit
wgMLST	SAL_AA9973AA_02864	CRISPR-associated protein
wgMLST	SAL_AA9973AA_02865	RloA protein
wgMLST	SAL_AA9973AA_02866	hypothetical protein
wgMLST	SAL_AA9973AA_02867	hypothetical protein
wgMLST	SAL_AA9973AA_02868	hypothetical protein
wgMLST	SAL_AA9973AA_03531	transposase
wgMLST	SAL_AA9973AA_03532	transcriptional antiterminator
wgMLST	SAL_AA9973AA_03533	ATPase AAA
wgMLST	SAL_AA9973AA_03534	transposase
wgMLST	SAL_AA9973AA_03892	Retron-type reverse transcriptase
wgMLST	SAL_AA9973AA_03893	RNA-directed DNA polymerase
wgMLST	SAL_AA9973AA_03894	Retron-type reverse transcriptase (fragment)
wgMLST	SAL_BA0144AA_02375	hypothetical protein
wgMLST	SAL_BA0144AA_02376	hypothetical protein
wgMLST	SAL_BA0144AA_02382	hypothetical protein
wgMLST	SAL_BA0144AA_02385	hypothetical protein
wgMLST	SAL_BA0599AA_01171	phage protein
wgMLST	SAL_BA0599AA_01230	hypothetical protein
wgMLST	SAL_BA0599AA_01231	hypothetical protein
wgMLST	SAL_BA0599AA_01234	Uncharacterised protein
wgMLST	SAL_BA0599AA_01235	hypothetical protein
wgMLST	SAL_BA0813AA_02351	predicted protein
wgMLST	SAL_BA0813AA_03320	phage tail protein
wgMLST	SAL_BA0813AA_03321	NlpC/P60 family
wgMLST	SAL_BA0813AA_03322	hypothetical protein
wgMLST	SAL_BA0813AA_03323	hypothetical protein
wgMLST	SAL_BA0813AA_03325	hypothetical protein
wgMLST	SAL_BA0813AA_03326	hypothetical protein
wgMLST	SAL_BA0813AA_03327	DNA breaking-rejoining protein
wgMLST	SAL_BA0813AA_03328	hypothetical protein
wgMLST	SAL_BA0813AA_03329	hypothetical protein
wgMLST	SAL_BA0813AA_03332	Uncharacterised protein
wgMLST	SAL_BA0813AA_03340	hypothetical protein
wgMLST	SAL_BA0813AA_03345	hypothetical protein
wgMLST	SAL_BA0813AA_03346	DNA-binding protein
wgMLST	SAL_BA0813AA_03347 (rzpD)	endopeptidase
wgMLST	SAL_BA0813AA_03348	glycoside hydrolase
wgMLST	SAL_BA0813AA_03353	hypothetical protein
wgMLST	SAL_BA0813AA_03354	NinG recombination protein
wgMLST	SAL_BA0813AA_03362	hypothetical protein
wgMLST	SAL_BA0813AA_03363	hypothetical protein
wgMLST	SAL_BA0813AA_03364	hypothetical protein
wgMLST	SAL_BA0813AA_03365	hypothetical protein
wgMLST	SAL_BA0813AA_03369	regulatory protein CII
wgMLST	SAL_BA0813AA_03372	Antitermination protein N
wgMLST	SAL_BA0813AA_03373	hypothetical protein
wgMLST	SAL_BA0813AA_03374	hypothetical protein
wgMLST	SAL_BA0813AA_03375	gp38
wgMLST	SAL_BA0813AA_03382	Uncharacterized ACR%2C YhhQ family COG1738
wgMLST	SAL_BA0813AA_03384	hypothetical protein
wgMLST	SAL_BA0813AA_03386	HNH endonuclease
wgMLST	SAL_BA0813AA_03389	AlpA family transcriptional regulator
wgMLST	SAL_BA0813AA_04170	hypothetical protein
wgMLST	SAL_BA0813AA_04442	hypothetical protein
wgMLST	SAL_BA0813AA_04443	hypothetical protein
wgMLST	SAL_BA0813AA_04444	acyltransferase
wgMLST	SAL_BA0813AA_04445	phage tail protein
wgMLST	SAL_BA0813AA_04446	tail fiber domain protein
wgMLST	SAL_BA0813AA_04451	hypothetical protein
wgMLST	SAL_BA0813AA_04452	putative structural protein
wgMLST	SAL_BA0813AA_04454	hypothetical protein
wgMLST	SAL_BA0813AA_04455	transglycosylase
wgMLST	SAL_BA0813AA_04457	hypothetical protein
wgMLST	SAL_BA0813AA_04458	hypothetical protein
wgMLST	SAL_BA0813AA_04461	hypothetical protein
wgMLST	SAL_BA0813AA_04462	hypothetical protein
wgMLST	SAL_BA0813AA_04463	hypothetical protein
wgMLST	SAL_BA0813AA_04464	hypothetical protein
wgMLST	SAL_BA0813AA_04465	hypothetical protein
wgMLST	SAL_BA0813AA_04466	"phage protein, partial"
wgMLST	SAL_BA0813AA_04468	putative head morphogenesis protein SPP1 gp7
wgMLST	SAL_BA0813AA_04469	phage protein
wgMLST	SAL_BA0813AA_04473	Head fiber protein
wgMLST	SAL_BA0813AA_04476	hypothetical protein
wgMLST	SAL_BA0813AA_04477	muraminidase
wgMLST	SAL_BA0813AA_04478	hypothetical protein
wgMLST	SAL_BA0813AA_04479	holin
wgMLST	SAL_BA0813AA_04492	transcriptional regulator
wgMLST	SAL_BA0813AA_04494	hypothetical protein
wgMLST	SAL_BA0813AA_04495	bacteriophage ST64T protein 24
wgMLST	SAL_BA1362AA_01805	hypothetical protein
wgMLST	SAL_BA1504AA_00344	hypothetical protein
wgMLST	SAL_BA1504AA_00345 (ybjD)	ATP-dependent endonuclease
wgMLST	SAL_BA1504AA_00346	Uncharacterised protein
wgMLST	SAL_BA1504AA_00359	hypothetical protein
wgMLST	SAL_BA1504AA_00361	hypothetical protein
wgMLST	SAL_BA1504AA_00362	"2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component,-related enzymes"
wgMLST	SAL_BA1504AA_00705	transcriptional regulator
wgMLST	SAL_BA1504AA_01048	hypothetical protein
wgMLST	SAL_BA1504AA_01074	hypothetical protein
wgMLST	SAL_BA1504AA_01172	hypothetical protein
wgMLST	SAL_BA1504AA_01223	Uncharacterised protein
wgMLST	SAL_BA1504AA_01224	hypothetical protein
wgMLST	SAL_BA1504AA_01225	nucleotidyltransferase
wgMLST	SAL_BA1504AA_01226	pentapeptide repeat-containing protein
wgMLST	SAL_BA1504AA_01717	acyltransferase
wgMLST	SAL_BA1504AA_01719	putative variable tail fiber domain protein
wgMLST	SAL_BA1504AA_01720	bacteriophage protein gp32
wgMLST	SAL_BA1504AA_02804	hypothetical protein
wgMLST	SAL_BA1504AA_02805	hypothetical protein
wgMLST	SAL_BA1504AA_03327	hypothetical protein
wgMLST	SAL_BA1504AA_03336	hypothetical protein
wgMLST	SAL_BA1504AA_03364	hypothetical protein
wgMLST	SAL_BA1504AA_03383 (uraH)	5-hydroxyisourate hydrolase
wgMLST	SAL_BA1504AA_03385	Phage tail assembly protein M
wgMLST	SAL_BA1504AA_03394	hypothetical protein
wgMLST	SAL_BA1504AA_03396	MC29
wgMLST	SAL_BA1504AA_03397	hypothetical protein
wgMLST	SAL_BA1504AA_03398	hypothetical protein
wgMLST	SAL_BA1504AA_03403	hypothetical protein
wgMLST	SAL_BA1545AA_01326	membrane protein
